filename, directory, cluster
12440192_1.txt, EscherSimpleProperty, 2
92669291_1.txt, EscherSimpleProperty, 2
12440044_1.txt, EscherSimpleProperty, 2
111785559_1.txt, EscherSimpleProperty, 2
112311786_1.txt, EscherSimpleProperty, 2
73315299_2.txt, EscherSimpleProperty, 2
73315299_1.txt, EscherSimpleProperty, 2
94171992_1.txt, EscherSimpleProperty, 2
61719045_1.txt, EscherSimpleProperty, 2
15642330_1.txt, EscherSimpleProperty, 1
558689_1.txt, EscherSimpleProperty, 2
133035254_1.txt, EscherSimpleProperty, 2
15642409_2.txt, EscherSimpleProperty, 2
66638946_1.txt, EscherSimpleProperty, 2
15642409_1.txt, EscherSimpleProperty, 2
12440188_1.txt, XSLFTextRun, 1
68613461_1.txt, XSLFTextRun, 1
15642598_1.txt, XSLFTextRun, 1
12440192_1.txt, XSLFTextRun, 1
92669291_1.txt, XSLFTextRun, 1
12440044_1.txt, XSLFTextRun, 1
111785559_1.txt, XSLFTextRun, 2
112311786_1.txt, XSLFTextRun, 1
73315299_2.txt, XSLFTextRun, 1
73315299_1.txt, XSLFTextRun, 1
94171992_1.txt, XSLFTextRun, 1
61719045_1.txt, XSLFTextRun, 1
15642330_1.txt, XSLFTextRun, 1
558689_1.txt, XSLFTextRun, 1
133035254_1.txt, XSLFTextRun, 1
15642409_2.txt, XSLFTextRun, 1
66638946_1.txt, XSLFTextRun, 1
15642409_1.txt, XSLFTextRun, 1
3760572_1.txt, XSLFTextRun, 1
15642594_1.txt, XSLFTextRun, 1
12440188_1.txt, StyleSheet, 1
68613461_1.txt, StyleSheet, 1
15642598_1.txt, StyleSheet, 1
12440192_1.txt, StyleSheet, 1
92669291_1.txt, StyleSheet, 2
12440044_1.txt, StyleSheet, 1
12440188_1.txt, WSBoolRecord, 1
68613461_1.txt, WSBoolRecord, 3
15642598_1.txt, WSBoolRecord, 1
12440192_1.txt, WSBoolRecord, 1
92669291_1.txt, WSBoolRecord, 1
12440044_1.txt, WSBoolRecord, 1
111785559_1.txt, WSBoolRecord, 2
112311786_1.txt, WSBoolRecord, 1
73315299_2.txt, WSBoolRecord, 1
73315299_1.txt, WSBoolRecord, 1
12440188_1.txt, HSSFRow, 1
68613461_1.txt, HSSFRow, 1
15642598_1.txt, HSSFRow, 1
12440192_1.txt, HSSFRow, 1
92669291_1.txt, HSSFRow, 1
12440044_1.txt, HSSFRow, 1
111785559_1.txt, HSSFRow, 1
112311786_1.txt, HSSFRow, 1
73315299_2.txt, HSSFRow, 1
73315299_1.txt, HSSFRow, 1
94171992_1.txt, HSSFRow, 1
61719045_1.txt, HSSFRow, 1
15642330_1.txt, HSSFRow, 1
558689_1.txt, HSSFRow, 1
133035254_1.txt, HSSFRow, 1
15642409_2.txt, HSSFRow, 1
66638946_1.txt, HSSFRow, 2
15642409_1.txt, HSSFRow, 1
3760572_1.txt, HSSFRow, 1
15642594_1.txt, HSSFRow, 1
15642593_1.txt, HSSFRow, 1
15642365_1.txt, HSSFRow, 1
15642365_2.txt, HSSFRow, 1
68613461_1.txt, HSSFRow, 1
15642481_1.txt, HSSFRow, 1
15642441_1.txt, HSSFRow, 1
15642303_1.txt, HSSFRow, 1
15642365_1.txt, HSSFRow, 1
15642343_1.txt, HSSFRow, 1
12208676_1.txt, HSSFRow, 1
96672931_1.txt, HSSFRow, 1
96672931_2.txt, HSSFRow, 1
96672931_3.txt, HSSFRow, 1
96673744_1.txt, HSSFRow, 1
96672565_1.txt, HSSFRow, 1
76071738_1.txt, HSSFRow, 1
96673303_1.txt, HSSFRow, 1
12208683_1.txt, HSSFRow, 1
12208722_1.txt, HSSFRow, 1
134954814_2.txt, HSSFRow, 1
12208685_1.txt, HSSFRow, 1
12208720_1.txt, HSSFRow, 1
134954814_1.txt, HSSFRow, 1
64530867_1.txt, HSSFRow, 1
72854667_1.txt, HSSFRow, 1
